?t, $atleast, >d, $done_percent, <ep, $learning_curve, <np, $nprod, $optimism, $pomposity, $productivity_exp, $productivity_new, $r, $to, $ts, ?verbose
24, 4.29, 67.69, 8.81, 13.71, 44.48, 6.29, 3.61, 14.38, 71.22, 1.84, 0.19, 638.58, 72.01, 96.61, 1.0
25, 4.29, 67.69, 8.81, 13.85, 44.48, 6.15, 3.61, 14.38, 71.22, 1.84, 0.19, 638.58, 72.01, 96.61, 1.0
26, 4.29, 67.69, 8.81, 13.99, 44.48, 6.01, 3.61, 14.38, 71.22, 1.84, 0.19, 638.58, 72.01, 96.61, 1.0
27, 4.29, 67.69, 8.81, 14.13, 44.48, 5.87, 3.61, 14.38, 71.22, 1.84, 0.19, 638.58, 72.01, 96.61, 1.0
28, 4.29, 67.69, 8.81, 14.26, 44.48, 5.74, 3.61, 14.38, 71.22, 1.84, 0.19, 638.58, 72.01, 96.61, 1.0
29, 4.29, 67.69, 8.81, 14.4, 44.48, 5.6, 3.61, 14.38, 71.22, 1.84, 0.19, 638.58, 72.01, 96.61, 1.0
29, 4.29, 67.69, 8.81, 14.4, 44.48, 5.6, 3.61, 14.38, 71.22, 1.84, 0.19, 638.58, 72.01, 96.61, 1.0
0, 8.92, 0.14, 4.51, 8, 11.39, 16, 0.56, 17.12, 50.66, 7.85, 0.32, 151.85, 97.5, 47.82, 1.0
1, 8.92, 38.18, 4.51, 9.4, 11.39, 14.6, 0.56, 17.12, 50.66, 7.85, 0.32, 113.81, 97.5, 47.82, 1.0
2, 8.92, 38.18, 4.51, 10.81, 11.39, 13.19, 0.56, 17.12, 50.66, 7.85, 0.32, 113.81, 97.5, 47.82, 1.0
3, 8.92, 38.18, 4.51, 12.09, 11.39, 11.91, 0.56, 17.12, 50.66, 7.85, 0.32, 113.81, 97.5, 47.82, 1.0
4, 8.92, 38.18, 4.51, 13.25, 11.39, 10.75, 0.56, 17.12, 50.66, 7.85, 0.32, 113.81, 97.5, 47.82, 1.0
5, 8.92, 38.18, 4.51, 14.29, 11.39, 9.71, 0.56, 17.12, 50.66, 7.85, 0.32, 113.81, 97.5, 47.82, 1.0
6, 8.92, 38.18, 4.51, 15.24, 11.39, 8.76, 0.56, 17.12, 50.66, 7.85, 0.32, 113.81, 97.5, 47.82, 1.0
7, 8.92, 38.18, 4.51, 16.09, 11.39, 7.91, 0.56, 17.12, 50.66, 7.85, 0.32, 113.81, 97.5, 47.82, 1.0
8, 8.92, 38.18, 4.51, 16.86, 11.39, 7.14, 0.56, 17.12, 50.66, 7.85, 0.32, 113.81, 97.5, 47.82, 1.0
9, 8.92, 38.18, 4.51, 17.55, 11.39, 6.45, 0.56, 17.12, 50.66, 7.85, 0.32, 113.81, 97.5, 47.82, 1.0
10, 8.92, 38.18, 4.51, 18.18, 11.39, 5.82, 0.56, 17.12, 50.66, 7.85, 0.32, 113.81, 97.5, 47.82, 1.0
11, 8.92, 38.18, 4.51, 18.75, 11.39, 5.25, 0.56, 17.12, 50.66, 7.85, 0.32, 113.81, 97.5, 47.82, 1.0
12, 8.92, 38.18, 4.51, 19.26, 11.39, 4.74, 0.56, 17.12, 50.66, 7.85, 0.32, 113.81, 97.5, 47.82, 1.0
13, 8.92, 38.18, 4.51, 19.72, 11.39, 4.28, 0.56, 17.12, 50.66, 7.85, 0.32, 113.81, 97.5, 47.82, 1.0
14, 8.92, 38.18, 4.51, 20.14, 11.39, 3.86, 0.56, 17.12, 50.66, 7.85, 0.32, 113.81, 97.5, 47.82, 1.0
15, 8.92, 38.18, 4.51, 20.51, 11.39, 3.49, 0.56, 17.12, 50.66, 7.85, 0.32, 113.81, 97.5, 47.82, 1.0
16, 8.92, 38.18, 4.51, 20.85, 11.39, 3.15, 0.56, 17.12, 50.66, 7.85, 0.32, 113.81, 97.5, 47.82, 1.0
17, 8.92, 38.18, 4.51, 21.16, 11.39, 2.84, 0.56, 17.12, 50.66, 7.85, 0.32, 113.81, 97.5, 47.82, 1.0
18, 8.92, 38.18, 4.51, 21.43, 11.39, 2.57, 0.56, 17.12, 50.66, 7.85, 0.32, 113.81, 97.5, 47.82, 1.0
19, 8.92, 38.18, 4.51, 21.68, 11.39, 2.32, 0.56, 17.12, 50.66, 7.85, 0.32, 113.81, 97.5, 47.82, 1.0
20, 8.92, 38.18, 4.51, 21.91, 11.39, 2.09, 0.56, 17.12, 50.66, 7.85, 0.32, 113.81, 97.5, 47.82, 1.0
21, 8.92, 38.18, 4.51, 22.11, 11.39, 1.89, 0.56, 17.12, 50.66, 7.85, 0.32, 113.81, 97.5, 47.82, 1.0
22, 8.92, 38.18, 4.51, 22.3, 11.39, 1.7, 0.56, 17.12, 50.66, 7.85, 0.32, 113.81, 97.5, 47.82, 1.0
23, 8.92, 38.18, 4.51, 22.46, 11.39, 1.54, 0.56, 17.12, 50.66, 7.85, 0.32, 113.81, 97.5, 47.82, 1.0
24, 8.92, 38.18, 4.51, 22.61, 11.39, 1.39, 0.56, 17.12, 50.66, 7.85, 0.32, 113.81, 97.5, 47.82, 1.0
25, 8.92, 38.18, 4.51, 22.75, 11.39, 1.25, 0.56, 17.12, 50.66, 7.85, 0.32, 113.81, 97.5, 47.82, 1.0
26, 8.92, 38.18, 4.51, 22.87, 11.39, 1.13, 0.56, 17.12, 50.66, 7.85, 0.32, 113.81, 97.5, 47.82, 1.0
27, 8.92, 38.18, 4.51, 22.98, 11.39, 1.02, 0.56, 17.12, 50.66, 7.85, 0.32, 113.81, 97.5, 47.82, 1.0
28, 8.92, 38.18, 4.51, 23.08, 11.39, 0.92, 0.56, 17.12, 50.66, 7.85, 0.32, 113.81, 97.5, 47.82, 1.0
29, 8.92, 38.18, 4.51, 23.17, 11.39, 0.83, 0.56, 17.12, 50.66, 7.85, 0.32, 113.81, 97.5, 47.82, 1.0
29, 8.92, 38.18, 4.51, 23.17, 11.39, 0.83, 0.56, 17.12, 50.66, 7.85, 0.32, 113.81, 97.5, 47.82, 1.0
0, 2.4, 0.66, 1.19, 5, 30.59, 21, 5.88, 16.53, 47.78, 5.44, 0.82, 952.86, 95.76, 71.24, 1.0
1, 2.4, 100, 1.19, 5.69, 30.59, 20.31, 5.88, 16.53, 47.78, 5.44, 0.82, 852.86, 95.76, 71.24, 1.0
0, 9.91, 0.53, 2.66, 4, 42.27, 11, 9.98, 31.93, 92.44, 2.28, 0.97, 956.89, 66.94, 32.06, 1.0
1, 9.91, 100, 2.66, 4.26, 42.27, 10.74, 9.98, 31.93, 92.44, 2.28, 0.97, 856.89, 66.94, 32.06, 1.0
0, 1.5, 0.62, 3.61, 1, 60.72, 14, 4.09, 85.4, 45.31, 6.9, 0.59, 628.76, 92.49, 22.75, 1.0
1, 1.5, 62.62, 3.61, 1.23, 60.72, 13.77, 4.09, 85.4, 45.31, 6.9, 0.59, 566.76, 92.49, 22.75, 1.0
2, 1.5, 62.62, 3.61, 1.46, 60.72, 13.54, 4.09, 85.4, 45.31, 6.9, 0.59, 566.76, 92.49, 22.75, 1.0
3, 1.5, 62.62, 3.61, 1.69, 60.72, 13.31, 4.09, 85.4, 45.31, 6.9, 0.59, 566.76, 92.49, 22.75, 1.0
4, 1.5, 62.62, 3.61, 1.91, 60.72, 13.09, 4.09, 85.4, 45.31, 6.9, 0.59, 566.76, 92.49, 22.75, 1.0
5, 1.5, 62.62, 3.61, 2.13, 60.72, 12.87, 4.09, 85.4, 45.31, 6.9, 0.59, 566.76, 92.49, 22.75, 1.0
6, 1.5, 62.62, 3.61, 2.35, 60.72, 12.65, 4.09, 85.4, 45.31, 6.9, 0.59, 566.76, 92.49, 22.75, 1.0
7, 1.5, 62.62, 3.61, 2.56, 60.72, 12.44, 4.09, 85.4, 45.31, 6.9, 0.59, 566.76, 92.49, 22.75, 1.0
8, 1.5, 62.62, 3.61, 2.77, 60.72, 12.23, 4.09, 85.4, 45.31, 6.9, 0.59, 566.76, 92.49, 22.75, 1.0
9, 1.5, 62.62, 3.61, 2.97, 60.72, 12.03, 4.09, 85.4, 45.31, 6.9, 0.59, 566.76, 92.49, 22.75, 1.0
10, 1.5, 62.62, 3.61, 3.17, 60.72, 11.83, 4.09, 85.4, 45.31, 6.9, 0.59, 566.76, 92.49, 22.75, 1.0
11, 1.5, 62.62, 3.61, 3.37, 60.72, 11.63, 4.09, 85.4, 45.31, 6.9, 0.59, 566.76, 92.49, 22.75, 1.0
12, 1.5, 62.62, 3.61, 3.57, 60.72, 11.43, 4.09, 85.4, 45.31, 6.9, 0.59, 566.76, 92.49, 22.75, 1.0
13, 1.5, 62.62, 3.61, 3.76, 60.72, 11.24, 4.09, 85.4, 45.31, 6.9, 0.59, 566.76, 92.49, 22.75, 1.0
14, 1.5, 62.62, 3.61, 3.95, 60.72, 11.05, 4.09, 85.4, 45.31, 6.9, 0.59, 566.76, 92.49, 22.75, 1.0
15, 1.5, 62.62, 3.61, 4.13, 60.72, 10.87, 4.09, 85.4, 45.31, 6.9, 0.59, 566.76, 92.49, 22.75, 1.0
16, 1.5, 62.62, 3.61, 4.31, 60.72, 10.69, 4.09, 85.4, 45.31, 6.9, 0.59, 566.76, 92.49, 22.75, 1.0
17, 1.5, 62.62, 3.61, 4.49, 60.72, 10.51, 4.09, 85.4, 45.31, 6.9, 0.59, 566.76, 92.49, 22.75, 1.0
18, 1.5, 62.62, 3.61, 4.67, 60.72, 10.33, 4.09, 85.4, 45.31, 6.9, 0.59, 566.76, 92.49, 22.75, 1.0
19, 1.5, 62.62, 3.61, 4.84, 60.72, 10.16, 4.09, 85.4, 45.31, 6.9, 0.59, 566.76, 92.49, 22.75, 1.0
20, 1.5, 62.62, 3.61, 5.01, 60.72, 9.99, 4.09, 85.4, 45.31, 6.9, 0.59, 566.76, 92.49, 22.75, 1.0
21, 1.5, 62.62, 3.61, 5.18, 60.72, 9.82, 4.09, 85.4, 45.31, 6.9, 0.59, 566.76, 92.49, 22.75, 1.0
22, 1.5, 62.62, 3.61, 5.34, 60.72, 9.66, 4.09, 85.4, 45.31, 6.9, 0.59, 566.76, 92.49, 22.75, 1.0
23, 1.5, 62.62, 3.61, 5.5, 60.72, 9.5, 4.09, 85.4, 45.31, 6.9, 0.59, 566.76, 92.49, 22.75, 1.0
24, 1.5, 62.62, 3.61, 5.66, 60.72, 9.34, 4.09, 85.4, 45.31, 6.9, 0.59, 566.76, 92.49, 22.75, 1.0
25, 1.5, 62.62, 3.61, 5.82, 60.72, 9.18, 4.09, 85.4, 45.31, 6.9, 0.59, 566.76, 92.49, 22.75, 1.0
26, 1.5, 62.62, 3.61, 5.97, 60.72, 9.03, 4.09, 85.4, 45.31, 6.9, 0.59, 566.76, 92.49, 22.75, 1.0
27, 1.5, 62.62, 3.61, 6.12, 60.72, 8.88, 4.09, 85.4, 45.31, 6.9, 0.59, 566.76, 92.49, 22.75, 1.0
28, 1.5, 62.62, 3.61, 6.27, 60.72, 8.73, 4.09, 85.4, 45.31, 6.9, 0.59, 566.76, 92.49, 22.75, 1.0
29, 1.5, 62.62, 3.61, 6.42, 60.72, 8.58, 4.09, 85.4, 45.31, 6.9, 0.59, 566.76, 92.49, 22.75, 1.0
29, 1.5, 62.62, 3.61, 6.42, 60.72, 8.58, 4.09, 85.4, 45.31, 6.9, 0.59, 566.76, 92.49, 22.75, 1.0
0, 5.14, 0.42, 6.95, 3, 13.89, 27, 5.09, 31.86, 78.2, 5.11, 0.8, 958.79, 44.32, 5.68, 1.0
1, 5.14, 100, 6.95, 4.94, 13.89, 25.06, 5.09, 31.86, 78.2, 5.11, 0.8, 858.79, 44.32, 5.68, 1.0
0, 3.12, 0.26, 5.68, 9, 85.42, 9, 1.55, 29.38, 63.8, 4.04, 0.38, 855.54, 73.99, 77.41, 1.0
1, 3.12, 61.92, 5.68, 9.11, 85.42, 8.89, 1.55, 29.38, 63.8, 4.04, 0.38, 793.88, 73.99, 77.41, 1.0
2, 3.12, 61.92, 5.68, 9.21, 85.42, 8.79, 1.55, 29.38, 63.8, 4.04, 0.38, 793.88, 73.99, 77.41, 1.0
3, 3.12, 61.92, 5.68, 9.31, 85.42, 8.69, 1.55, 29.38, 63.8, 4.04, 0.38, 793.88, 73.99, 77.41, 1.0
4, 3.12, 61.92, 5.68, 9.42, 85.42, 8.58, 1.55, 29.38, 63.8, 4.04, 0.38, 793.88, 73.99, 77.41, 1.0
5, 3.12, 61.92, 5.68, 9.52, 85.42, 8.48, 1.55, 29.38, 63.8, 4.04, 0.38, 793.88, 73.99, 77.41, 1.0
6, 3.12, 61.92, 5.68, 9.62, 85.42, 8.38, 1.55, 29.38, 63.8, 4.04, 0.38, 793.88, 73.99, 77.41, 1.0
7, 3.12, 61.92, 5.68, 9.72, 85.42, 8.28, 1.55, 29.38, 63.8, 4.04, 0.38, 793.88, 73.99, 77.41, 1.0
8, 3.12, 61.92, 5.68, 9.82, 85.42, 8.18, 1.55, 29.38, 63.8, 4.04, 0.38, 793.88, 73.99, 77.41, 1.0
9, 3.12, 61.92, 5.68, 9.91, 85.42, 8.09, 1.55, 29.38, 63.8, 4.04, 0.38, 793.88, 73.99, 77.41, 1.0
10, 3.12, 61.92, 5.68, 10.01, 85.42, 7.99, 1.55, 29.38, 63.8, 4.04, 0.38, 793.88, 73.99, 77.41, 1.0
11, 3.12, 61.92, 5.68, 10.1, 85.42, 7.9, 1.55, 29.38, 63.8, 4.04, 0.38, 793.88, 73.99, 77.41, 1.0
12, 3.12, 61.92, 5.68, 10.2, 85.42, 7.8, 1.55, 29.38, 63.8, 4.04, 0.38, 793.88, 73.99, 77.41, 1.0
13, 3.12, 61.92, 5.68, 10.29, 85.42, 7.71, 1.55, 29.38, 63.8, 4.04, 0.38, 793.88, 73.99, 77.41, 1.0
14, 3.12, 61.92, 5.68, 10.38, 85.42, 7.62, 1.55, 29.38, 63.8, 4.04, 0.38, 793.88, 73.99, 77.41, 1.0
15, 3.12, 61.92, 5.68, 10.47, 85.42, 7.53, 1.55, 29.38, 63.8, 4.04, 0.38, 793.88, 73.99, 77.41, 1.0
16, 3.12, 61.92, 5.68, 10.56, 85.42, 7.44, 1.55, 29.38, 63.8, 4.04, 0.38, 793.88, 73.99, 77.41, 1.0
17, 3.12, 61.92, 5.68, 10.65, 85.42, 7.35, 1.55, 29.38, 63.8, 4.04, 0.38, 793.88, 73.99, 77.41, 1.0
18, 3.12, 61.92, 5.68, 10.74, 85.42, 7.26, 1.55, 29.38, 63.8, 4.04, 0.38, 793.88, 73.99, 77.41, 1.0
19, 3.12, 61.92, 5.68, 10.82, 85.42, 7.18, 1.55, 29.38, 63.8, 4.04, 0.38, 793.88, 73.99, 77.41, 1.0
20, 3.12, 61.92, 5.68, 10.91, 85.42, 7.09, 1.55, 29.38, 63.8, 4.04, 0.38, 793.88, 73.99, 77.41, 1.0
21, 3.12, 61.92, 5.68, 10.99, 85.42, 7.01, 1.55, 29.38, 63.8, 4.04, 0.38, 793.88, 73.99, 77.41, 1.0
22, 3.12, 61.92, 5.68, 11.07, 85.42, 6.93, 1.55, 29.38, 63.8, 4.04, 0.38, 793.88, 73.99, 77.41, 1.0
23, 3.12, 61.92, 5.68, 11.16, 85.42, 6.84, 1.55, 29.38, 63.8, 4.04, 0.38, 793.88, 73.99, 77.41, 1.0
24, 3.12, 61.92, 5.68, 11.24, 85.42, 6.76, 1.55, 29.38, 63.8, 4.04, 0.38, 793.88, 73.99, 77.41, 1.0
25, 3.12, 61.92, 5.68, 11.32, 85.42, 6.68, 1.55, 29.38, 63.8, 4.04, 0.38, 793.88, 73.99, 77.41, 1.0
26, 3.12, 61.92, 5.68, 11.4, 85.42, 6.6, 1.55, 29.38, 63.8, 4.04, 0.38, 793.88, 73.99, 77.41, 1.0
27, 3.12, 61.92, 5.68, 11.48, 85.42, 6.52, 1.55, 29.38, 63.8, 4.04, 0.38, 793.88, 73.99, 77.41, 1.0
28, 3.12, 61.92, 5.68, 11.55, 85.42, 6.45, 1.55, 29.38, 63.8, 4.04, 0.38, 793.88, 73.99, 77.41, 1.0
29, 3.12, 61.92, 5.68, 11.63, 85.42, 6.37, 1.55, 29.38, 63.8, 4.04, 0.38, 793.88, 73.99, 77.41, 1.0
29, 3.12, 61.92, 5.68, 11.63, 85.42, 6.37, 1.55, 29.38, 63.8, 4.04, 0.38, 793.88, 73.99, 77.41, 1.0
0, 8.79, 0.44, 9.31, 9, 37.04, 12, 8.55, 8.03, 14.63, 8.84, 0.1, 817.49, 52.31, 18.77, 1.0
1, 8.79, 100, 9.31, 9.32, 37.04, 11.68, 8.55, 8.03, 14.63, 8.84, 0.1, 717.49, 52.31, 18.77, 1.0
0, 1.3, 0.24, 4.43, 1, 56.74, 6, 4.61, 90.33, 46.0, 9.33, 0.6, 99.1, 8.96, 96.47, 1.0
1, 1.3, 59.85, 4.43, 1.11, 56.74, 5.89, 4.61, 90.33, 46.0, 9.33, 0.6, 39.49, 8.96, 96.47, 1.0
2, 1.3, 59.85, 4.43, 1.21, 56.74, 5.79, 4.61, 90.33, 46.0, 9.33, 0.6, 39.49, 8.96, 96.47, 1.0
3, 1.3, 59.85, 4.43, 1.32, 56.74, 5.68, 4.61, 90.33, 46.0, 9.33, 0.6, 39.49, 8.96, 96.47, 1.0
4, 1.3, 59.85, 4.43, 1.42, 56.74, 5.58, 4.61, 90.33, 46.0, 9.33, 0.6, 39.49, 8.96, 96.47, 1.0
5, 1.3, 59.85, 4.43, 1.52, 56.74, 5.48, 4.61, 90.33, 46.0, 9.33, 0.6, 39.49, 8.96, 96.47, 1.0
6, 1.3, 59.85, 4.43, 1.62, 56.74, 5.38, 4.61, 90.33, 46.0, 9.33, 0.6, 39.49, 8.96, 96.47, 1.0
7, 1.3, 59.85, 4.43, 1.71, 56.74, 5.29, 4.61, 90.33, 46.0, 9.33, 0.6, 39.49, 8.96, 96.47, 1.0
8, 1.3, 59.85, 4.43, 1.81, 56.74, 5.19, 4.61, 90.33, 46.0, 9.33, 0.6, 39.49, 8.96, 96.47, 1.0
9, 1.3, 59.85, 4.43, 1.9, 56.74, 5.1, 4.61, 90.33, 46.0, 9.33, 0.6, 39.49, 8.96, 96.47, 1.0
10, 1.3, 59.85, 4.43, 1.99, 56.74, 5.01, 4.61, 90.33, 46.0, 9.33, 0.6, 39.49, 8.96, 96.47, 1.0
11, 1.3, 59.85, 4.43, 2.08, 56.74, 4.92, 4.61, 90.33, 46.0, 9.33, 0.6, 39.49, 8.96, 96.47, 1.0
12, 1.3, 59.85, 4.43, 2.17, 56.74, 4.83, 4.61, 90.33, 46.0, 9.33, 0.6, 39.49, 8.96, 96.47, 1.0
13, 1.3, 59.85, 4.43, 2.26, 56.74, 4.74, 4.61, 90.33, 46.0, 9.33, 0.6, 39.49, 8.96, 96.47, 1.0
14, 1.3, 59.85, 4.43, 2.34, 56.74, 4.66, 4.61, 90.33, 46.0, 9.33, 0.6, 39.49, 8.96, 96.47, 1.0
15, 1.3, 59.85, 4.43, 2.43, 56.74, 4.57, 4.61, 90.33, 46.0, 9.33, 0.6, 39.49, 8.96, 96.47, 1.0
16, 1.3, 59.85, 4.43, 2.51, 56.74, 4.49, 4.61, 90.33, 46.0, 9.33, 0.6, 39.49, 8.96, 96.47, 1.0
17, 1.3, 59.85, 4.43, 2.59, 56.74, 4.41, 4.61, 90.33, 46.0, 9.33, 0.6, 39.49, 8.96, 96.47, 1.0
18, 1.3, 59.85, 4.43, 2.67, 56.74, 4.33, 4.61, 90.33, 46.0, 9.33, 0.6, 39.49, 8.96, 96.47, 1.0
19, 1.3, 59.85, 4.43, 2.75, 56.74, 4.25, 4.61, 90.33, 46.0, 9.33, 0.6, 39.49, 8.96, 96.47, 1.0
20, 1.3, 59.85, 4.43, 2.82, 56.74, 4.18, 4.61, 90.33, 46.0, 9.33, 0.6, 39.49, 8.96, 96.47, 1.0
21, 1.3, 59.85, 4.43, 2.9, 56.74, 4.1, 4.61, 90.33, 46.0, 9.33, 0.6, 39.49, 8.96, 96.47, 1.0
22, 1.3, 59.85, 4.43, 2.97, 56.74, 4.03, 4.61, 90.33, 46.0, 9.33, 0.6, 39.49, 8.96, 96.47, 1.0
23, 1.3, 59.85, 4.43, 3.04, 56.74, 3.96, 4.61, 90.33, 46.0, 9.33, 0.6, 39.49, 8.96, 96.47, 1.0
24, 1.3, 59.85, 4.43, 3.11, 56.74, 3.89, 4.61, 90.33, 46.0, 9.33, 0.6, 39.49, 8.96, 96.47, 1.0
25, 1.3, 59.85, 4.43, 3.18, 56.74, 3.82, 4.61, 90.33, 46.0, 9.33, 0.6, 39.49, 8.96, 96.47, 1.0
26, 1.3, 59.85, 4.43, 3.25, 56.74, 3.75, 4.61, 90.33, 46.0, 9.33, 0.6, 39.49, 8.96, 96.47, 1.0
27, 1.3, 59.85, 4.43, 3.32, 56.74, 3.68, 4.61, 90.33, 46.0, 9.33, 0.6, 39.49, 8.96, 96.47, 1.0
28, 1.3, 59.85, 4.43, 3.39, 56.74, 3.61, 4.61, 90.33, 46.0, 9.33, 0.6, 39.49, 8.96, 96.47, 1.0
29, 1.3, 59.85, 4.43, 3.45, 56.74, 3.55, 4.61, 90.33, 46.0, 9.33, 0.6, 39.49, 8.96, 96.47, 1.0
29, 1.3, 59.85, 4.43, 3.45, 56.74, 3.55, 4.61, 90.33, 46.0, 9.33, 0.6, 39.49, 8.96, 96.47, 1.0
0, 9.1, 0.37, 9.01, 7, 83.13, 8, 2.91, 79.12, 45.44, 3.18, 0.73, 824.13, 39.97, 68.35, 1.0
1, 9.1, 82.14, 9.01, 7.1, 83.13, 7.9, 2.91, 79.12, 45.44, 3.18, 0.73, 742.36, 39.97, 68.35, 1.0
2, 9.1, 82.14, 9.01, 7.19, 83.13, 7.81, 2.91, 79.12, 45.44, 3.18, 0.73, 742.36, 39.97, 68.35, 1.0
3, 9.1, 82.14, 9.01, 7.29, 83.13, 7.71, 2.91, 79.12, 45.44, 3.18, 0.73, 742.36, 39.97, 68.35, 1.0
4, 9.1, 82.14, 9.01, 7.38, 83.13, 7.62, 2.91, 79.12, 45.44, 3.18, 0.73, 742.36, 39.97, 68.35, 1.0
5, 9.1, 82.14, 9.01, 7.47, 83.13, 7.53, 2.91, 79.12, 45.44, 3.18, 0.73, 742.36, 39.97, 68.35, 1.0
6, 9.1, 82.14, 9.01, 7.57, 83.13, 7.43, 2.91, 79.12, 45.44, 3.18, 0.73, 742.36, 39.97, 68.35, 1.0
7, 9.1, 82.14, 9.01, 7.66, 83.13, 7.34, 2.91, 79.12, 45.44, 3.18, 0.73, 742.36, 39.97, 68.35, 1.0
8, 9.1, 82.14, 9.01, 7.75, 83.13, 7.25, 2.91, 79.12, 45.44, 3.18, 0.73, 742.36, 39.97, 68.35, 1.0
9, 9.1, 82.14, 9.01, 7.83, 83.13, 7.17, 2.91, 79.12, 45.44, 3.18, 0.73, 742.36, 39.97, 68.35, 1.0
10, 9.1, 82.14, 9.01, 7.92, 83.13, 7.08, 2.91, 79.12, 45.44, 3.18, 0.73, 742.36, 39.97, 68.35, 1.0
11, 9.1, 82.14, 9.01, 8.01, 83.13, 6.99, 2.91, 79.12, 45.44, 3.18, 0.73, 742.36, 39.97, 68.35, 1.0
12, 9.1, 82.14, 9.01, 8.09, 83.13, 6.91, 2.91, 79.12, 45.44, 3.18, 0.73, 742.36, 39.97, 68.35, 1.0
13, 9.1, 82.14, 9.01, 8.18, 83.13, 6.82, 2.91, 79.12, 45.44, 3.18, 0.73, 742.36, 39.97, 68.35, 1.0
14, 9.1, 82.14, 9.01, 8.26, 83.13, 6.74, 2.91, 79.12, 45.44, 3.18, 0.73, 742.36, 39.97, 68.35, 1.0
15, 9.1, 82.14, 9.01, 8.34, 83.13, 6.66, 2.91, 79.12, 45.44, 3.18, 0.73, 742.36, 39.97, 68.35, 1.0
16, 9.1, 82.14, 9.01, 8.42, 83.13, 6.58, 2.91, 79.12, 45.44, 3.18, 0.73, 742.36, 39.97, 68.35, 1.0
17, 9.1, 82.14, 9.01, 8.5, 83.13, 6.5, 2.91, 79.12, 45.44, 3.18, 0.73, 742.36, 39.97, 68.35, 1.0
18, 9.1, 82.14, 9.01, 8.58, 83.13, 6.42, 2.91, 79.12, 45.44, 3.18, 0.73, 742.36, 39.97, 68.35, 1.0
19, 9.1, 82.14, 9.01, 8.66, 83.13, 6.34, 2.91, 79.12, 45.44, 3.18, 0.73, 742.36, 39.97, 68.35, 1.0
20, 9.1, 82.14, 9.01, 8.74, 83.13, 6.26, 2.91, 79.12, 45.44, 3.18, 0.73, 742.36, 39.97, 68.35, 1.0
21, 9.1, 82.14, 9.01, 8.81, 83.13, 6.19, 2.91, 79.12, 45.44, 3.18, 0.73, 742.36, 39.97, 68.35, 1.0
22, 9.1, 82.14, 9.01, 8.89, 83.13, 6.11, 2.91, 79.12, 45.44, 3.18, 0.73, 742.36, 39.97, 68.35, 1.0
23, 9.1, 82.14, 9.01, 8.96, 83.13, 6.04, 2.91, 79.12, 45.44, 3.18, 0.73, 742.36, 39.97, 68.35, 1.0
24, 9.1, 82.14, 9.01, 9.04, 83.13, 5.96, 2.91, 79.12, 45.44, 3.18, 0.73, 742.36, 39.97, 68.35, 1.0
25, 9.1, 82.14, 9.01, 9.11, 83.13, 5.89, 2.91, 79.12, 45.44, 3.18, 0.73, 742.36, 39.97, 68.35, 1.0
26, 9.1, 82.14, 9.01, 9.18, 83.13, 5.82, 2.91, 79.12, 45.44, 3.18, 0.73, 742.36, 39.97, 68.35, 1.0
27, 9.1, 82.14, 9.01, 9.25, 83.13, 5.75, 2.91, 79.12, 45.44, 3.18, 0.73, 742.36, 39.97, 68.35, 1.0
28, 9.1, 82.14, 9.01, 9.32, 83.13, 5.68, 2.91, 79.12, 45.44, 3.18, 0.73, 742.36, 39.97, 68.35, 1.0
29, 9.1, 82.14, 9.01, 9.39, 83.13, 5.61, 2.91, 79.12, 45.44, 3.18, 0.73, 742.36, 39.97, 68.35, 1.0
29, 9.1, 82.14, 9.01, 9.39, 83.13, 5.61, 2.91, 79.12, 45.44, 3.18, 0.73, 742.36, 39.97, 68.35, 1.0
0, 4.34, 0.28, 0.32, 3, 29.57, 5, 0.6, 38.1, 11.45, 3.09, 0.69, 504.91, 68.35, 67.45, 1.0
1, 4.34, 7.91, 0.32, 3.17, 29.57, 4.83, 0.6, 38.1, 11.45, 3.09, 0.69, 497.28, 68.35, 67.45, 1.0
2, 4.34, 7.91, 0.32, 3.34, 29.57, 4.66, 0.6, 38.1, 11.45, 3.09, 0.69, 497.28, 68.35, 67.45, 1.0
3, 4.34, 7.91, 0.32, 3.5, 29.57, 4.5, 0.6, 38.1, 11.45, 3.09, 0.69, 497.28, 68.35, 67.45, 1.0
4, 4.34, 7.91, 0.32, 3.66, 29.57, 4.34, 0.6, 38.1, 11.45, 3.09, 0.69, 497.28, 68.35, 67.45, 1.0
5, 4.34, 7.91, 0.32, 3.81, 29.57, 4.19, 0.6, 38.1, 11.45, 3.09, 0.69, 497.28, 68.35, 67.45, 1.0
6, 4.34, 7.91, 0.32, 3.96, 29.57, 4.04, 0.6, 38.1, 11.45, 3.09, 0.69, 497.28, 68.35, 67.45, 1.0
7, 4.34, 7.91, 0.32, 4.1, 29.57, 3.9, 0.6, 38.1, 11.45, 3.09, 0.69, 497.28, 68.35, 67.45, 1.0
8, 4.34, 7.91, 0.32, 4.24, 29.57, 3.76, 0.6, 38.1, 11.45, 3.09, 0.69, 497.28, 68.35, 67.45, 1.0
9, 4.34, 7.91, 0.32, 4.37, 29.57, 3.63, 0.6, 38.1, 11.45, 3.09, 0.69, 497.28, 68.35, 67.45, 1.0
10, 4.34, 7.91, 0.32, 4.5, 29.57, 3.5, 0.6, 38.1, 11.45, 3.09, 0.69, 497.28, 68.35, 67.45, 1.0
